Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Информатика и вычислительная техника,2024/2025,1,1,Студент 6625385,272,5.14,3,92.49%,4.42
Информатика и вычислительная техника,2024/2025,1,1,Студент 136440,273 - 274,5.14,2,92.83%,4.37
Информатика и вычислительная техника,2024/2025,1,1,Студент 1228315,273 - 274,4.71,1,92.83%,4.37
Информатика и вычислительная техника,2024/2025,1,1,Студент 5263949,275,4.71,2,93.52%,4.32
Информатика и вычислительная техника,2024/2025,1,1,Студент 2198198,276,4.13,4,93.86%,4.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 9738672,277,4.29,1,94.2%,3.63
Информатика и вычислительная техника,2024/2025,1,1,Студент 8854007,278 - 279,0,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 9605089,278 - 279,0,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 3121953,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 524013,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 3943913,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 1046740,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 2190009,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 275772,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 1772130,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 8293283,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 5238819,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 4618136,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 5687708,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 1279823,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 56792,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,1,Студент 8720605,280 - 293,,,100%,0.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 9461206,1,9.13,8,0%,9.07
Информатика и вычислительная техника,2024/2025,1,2,Студент 9131872,2 - 3,9.13,7,0.46%,9.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 9636526,2 - 3,9.13,8,0.46%,9.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 9228987,4,8.88,8,1.38%,8.96
Информатика и вычислительная техника,2024/2025,1,2,Студент 6485079,5 - 6,8.88,8,1.84%,8.89
Информатика и вычислительная техника,2024/2025,1,2,Студент 3914592,5 - 6,9.13,8,1.84%,8.89
Информатика и вычислительная техника,2024/2025,1,2,Студент 3800685,7,9,8,2.76%,8.85
Информатика и вычислительная техника,2024/2025,1,2,Студент 6576409,8,8.88,8,3.23%,8.81
Информатика и вычислительная техника,2024/2025,1,2,Студент 1525554,9 - 10,8.75,8,3.69%,8.74
Информатика и вычислительная техника,2024/2025,1,2,Студент 1805062,9 - 10,8.88,7,3.69%,8.74
Информатика и вычислительная техника,2024/2025,1,2,Студент 5590232,11 - 14,8.75,7,4.61%,8.70
Информатика и вычислительная техника,2024/2025,1,2,Студент 3822599,11 - 14,8.75,8,4.61%,8.70
Информатика и вычислительная техника,2024/2025,1,2,Студент 113745,11 - 14,8.75,8,4.61%,8.70
Информатика и вычислительная техника,2024/2025,1,2,Студент 797541,11 - 14,8.75,8,4.61%,8.70
Информатика и вычислительная техника,2024/2025,1,2,Студент 6288471,15 - 16,8.75,8,6.45%,8.67
Информатика и вычислительная техника,2024/2025,1,2,Студент 3554077,15 - 16,8.88,8,6.45%,8.67
Информатика и вычислительная техника,2024/2025,1,2,Студент 2180651,17,8.63,7,7.37%,8.63
Информатика и вычислительная техника,2024/2025,1,2,Студент 4312031,18,8.75,8,7.83%,8.59
Информатика и вычислительная техника,2024/2025,1,2,Студент 4017801,19 - 20,8.63,7,8.29%,8.52
Информатика и вычислительная техника,2024/2025,1,2,Студент 1273408,19 - 20,8.63,8,8.29%,8.52
Информатика и вычислительная техника,2024/2025,1,2,Студент 1261160,21,8.5,7,9.22%,8.48
Информатика и вычислительная техника,2024/2025,1,2,Студент 9207152,22 - 25,8.5,7,9.68%,8.44
Информатика и вычислительная техника,2024/2025,1,2,Студент 9807440,22 - 25,8.38,7,9.68%,8.44
Информатика и вычислительная техника,2024/2025,1,2,Студент 8168005,22 - 25,8.38,7,9.68%,8.44
Информатика и вычислительная техника,2024/2025,1,2,Студент 1232450,22 - 25,8.63,7,9.68%,8.44
Информатика и вычислительная техника,2024/2025,1,2,Студент 6621437,26 - 27,8.63,7,11.52%,8.41
Информатика и вычислительная техника,2024/2025,1,2,Студент 2771588,26 - 27,8.38,7,11.52%,8.41
Информатика и вычислительная техника,2024/2025,1,2,Студент 2669999,28,8.38,6,12.44%,8.33
Информатика и вычислительная техника,2024/2025,1,2,Студент 5589522,29 - 30,8.5,7,12.9%,8.30
Информатика и вычислительная техника,2024/2025,1,2,Студент 8859971,29 - 30,8.5,7,12.9%,8.30
Информатика и вычислительная техника,2024/2025,1,2,Студент 7751193,31,8.38,7,13.82%,8.26
Информатика и вычислительная техника,2024/2025,1,2,Студент 548560,32 - 33,8.25,7,14.29%,8.22
Информатика и вычислительная техника,2024/2025,1,2,Студент 71928,32 - 33,8.25,7,14.29%,8.22
Информатика и вычислительная техника,2024/2025,1,2,Студент 7527795,34,8.38,7,15.21%,8.19
Информатика и вычислительная техника,2024/2025,1,2,Студент 8541075,35,8.38,7,15.67%,8.15
Информатика и вычислительная техника,2024/2025,1,2,Студент 6264568,36,8.13,7,16.13%,8.07
Информатика и вычислительная техника,2024/2025,1,2,Студент 2364912,37,8,7,16.59%,8.04
Информатика и вычислительная техника,2024/2025,1,2,Студент 144843,38 - 41,8.13,7,17.05%,8.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 8175090,38 - 41,8,6,17.05%,8.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 4632320,38 - 41,8.13,6,17.05%,8.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 1820321,38 - 41,8.25,6,17.05%,8.00
Информатика и вычислительная техника,2024/2025,1,2,Студент 4850519,42 - 44,8.25,6,18.89%,7.96
